Time (UTC),Price (USD/MWh)
2022-10-01 13,210.88888888888857
2022-10-01 14,260.5555555555559
2022-10-01 15,233.33333333333294
2022-10-01 16,206.11111111111117
2022-10-01 17,178.88888888888943
2022-10-01 18,141.49999999999952
2022-10-01 19,97.33333333333333
2022-10-01 20,71.99999999999929
2022-10-01 21,122.0
2022-10-01 22,105.33333333333341
2022-10-01 23,101.33333333333283
2022-10-02 00,148.000000000001
2022-10-02 01,194.66666666666717
2022-10-02 02,201.33333333333337
2022-10-02 03,228.000000000001
2022-10-02 04,232.88888888888806
2022-10-02 05,175.11111111111194
2022-10-02 06,184.00000000000114
2022-10-02 07,184.88888888888778
2022-10-02 08,107.11111111111222
2022-10-02 09,128.6666666666679
2022-10-02 10,216.44444444444528
2022-10-02 11,274.0
2022-10-02 12,324.0000000000016
2022-10-02 13,340.66666666666606
2022-10-02 14,307.3333333333333
2022-10-02 15,273.9999999999992
2022-10-02 16,240.66666666666646
2022-10-02 17,221.99999999999963
2022-10-02 18,262.00000000000114
2022-10-02 19,287.00000000000006
2022-10-02 20,289.49999999999994
2022-10-02 21,292.0
2022-10-02 22,284.66666666666674
2022-10-02 23,277.33333333333354
2022-10-03 00,270.0
2022-10-03 01,406.00000000000114
2022-10-03 02,485.99999999999886
2022-10-03 03,566.0
2022-10-03 04,305.1111111111105
2022-10-03 05,262.8888888888895
2022-10-03 06,355.9999999999997
2022-10-03 07,329.3333333333333
2022-10-03 08,274.0000000000024
2022-10-03 09,224.00000000000063
2022-10-03 10,270.80000000000143
2022-10-03 11,342.8000000000004
2022-10-03 12,414.80000000000246
2022-10-03 13,434.3333333333325
2022-10-03 14,375.16666666666754
2022-10-03 15,316.0
2022-10-03 16,275.33333333333394
2022-10-03 17,234.66666666666782
2022-10-03 18,194.0
2022-10-03 19,200.66666666666663
2022-10-03 20,194.00000000000085
2022-10-03 21,179.33333333333354
2022-10-03 22,194.88888888888903
2022-10-03 23,277.9999999999997
2022-10-04 00,378.00000000000256
2022-10-04 01,478.00000000000114
2022-10-04 02,339.3333333333361
2022-10-04 03,242.66666666666646
2022-10-04 04,213.77777777777806
2022-10-04 05,184.88888888888965
2022-10-04 06,156.0
2022-10-04 07,191.66666666666617
2022-10-04 08,227.33333333333232
2022-10-04 09,263.0
2022-10-04 10,298.6666666666662
2022-10-04 11,334.33333333333235
2022-10-04 12,370.0
2022-10-04 13,314.28571428571473
2022-10-04 14,258.57142857142946
2022-10-04 15,202.85714285714184
2022-10-04 16,147.14285714285657
2022-10-04 17,177.3333333333326
2022-10-04 18,173.99999999999957
2022-10-04 19,134.0
2022-10-04 20,106.66666666666633
2022-10-04 21,107.99999999999982
2022-10-04 22,94.66666666666654
2022-10-04 23,148.8888888888879
2022-10-05 00,220.0
2022-10-05 01,184.66666666666717
2022-10-05 02,149.33333333333434
2022-10-05 03,114.0
2022-10-05 04,78.66666666666717
2022-10-05 05,43.33333333333434
2022-10-05 06,8.0
2022-10-05 07,17.999999999999858
2022-10-05 08,27.999999999999716
2022-10-05 09,38.0
2022-10-05 10,173.00000000000097
2022-10-05 11,231.11111111111057
2022-10-05 12,270.0
2022-10-05 13,218.22222222222146
2022-10-05 14,178.7777777777777
2022-10-05 15,139.3333333333322
2022-10-05 16,99.8888888888884
2022-10-05 17,52.88888888888958
2022-10-05 18,4.0
2022-10-05 19,4.0
2022-10-05 20,4.0
2022-10-05 21,38.00000000000069
2022-10-05 22,94.66666666666688
2022-10-05 23,151.3333333333331
2022-10-06 00,208.0000000000017
2022-10-06 01,209.9999999999984
2022-10-06 02,129.99999999999955
2022-10-06 03,49.99999999999727
2022-10-06 04,2.6666666666666905
2022-10-06 05,2.666666666666761
2022-10-06 06,-4.0
2022-10-06 07,51.185185185184494
2022-10-06 08,106.37037037036899
2022-10-06 09,161.55555555555583
2022-10-06 10,216.7407407407403
2022-10-06 11,271.9259259259248
2022-10-06 12,256.6666666666658
2022-10-06 13,194.44444444444383
2022-10-06 14,174.88888888888903
2022-10-06 15,166.0
2022-10-06 16,148.6666666666669
2022-10-06 17,131.33333333333383
2022-10-06 18,114.0
2022-10-06 19,135.111111111111
2022-10-06 20,147.00000000000034
2022-10-06 21,122.0
2022-10-06 22,162.55555555555537
2022-10-06 23,203.11111111111074
2022-10-07 00,243.66666666666782
2022-10-07 01,239.999999999999
2022-10-07 02,170.5000000000007
2022-10-07 03,102.99999999999856
2022-10-07 04,35.49999999999929
2022-10-07 05,42.33333333333315
2022-10-07 06,67.7500000000004
2022-10-07 07,93.16666666666657
2022-10-07 08,118.58333333333275
2022-10-07 09,144.0
2022-10-07 10,228.44444444444406
2022-10-07 11,278.8888888888897
2022-10-07 12,193.33333333333093
2022-10-07 13,145.11111111111123
2022-10-07 14,152.88888888888877
2022-10-07 15,140.99999999999946
2022-10-07 16,131.3333333333335
2022-10-07 17,139.00000000000023
2022-10-07 18,124.0
2022-10-07 19,137.33333333333326
2022-10-07 20,145.55555555555569
2022-10-07 21,133.33333333333297
2022-10-07 22,135.33333333333388
2022-10-07 23,158.6666666666671
2022-10-08 00,147.33333333333186
2022-10-08 01,112.88888888888987
2022-10-08 02,78.44444444444494
2022-10-08 03,44.0
2022-10-08 04,39.833333333333485
2022-10-08 05,35.66666666666661
2022-10-08 06,63.20000000000249
2022-10-08 07,111.86666666666639
2022-10-08 08,160.53333333333444
2022-10-08 09,226.00000000000216
2022-10-08 10,302.66666666666157
2022-10-08 11,295.3333333333341
2022-10-08 12,266.9999999999994
2022-10-08 13,245.77777777777808
2022-10-08 14,235.22222222222237
2022-10-08 15,224.66666666666666
2022-10-08 16,214.11111111111185
2022-10-08 17,195.33333333333394
2022-10-08 18,174.49999999999955
2022-10-08 19,155.3333333333338
2022-10-08 20,145.5999999999998
2022-10-08 21,163.6000000000003
2022-10-08 22,181.59999999999928
2022-10-08 23,188.93333333333374
2022-10-09 00,153.5999999999994
2022-10-09 01,118.26666666666807
2022-10-09 02,90.44444444444443
2022-10-09 03,92.66666666666673
2022-10-09 04,80.66666666666761
2022-10-09 05,60.380952380951996
2022-10-09 06,92.28571428571468
2022-10-09 07,124.19047619047464
2022-10-09 08,156.09523809523733
2022-10-09 09,188.0
2022-10-09 10,256.3333333333285
2022-10-09 11,230.00000000000142
2022-10-09 12,179.99999999999892
2022-10-09 13,145.66666666666697
2022-10-09 14,134.83333333333348
2022-10-09 15,124.0
2022-10-09 16,138.16666666666617
2022-10-09 17,152.33333333333354
2022-10-09 18,123.99999999999758
2022-10-09 19,106.57142857142756
2022-10-09 20,148.0
2022-10-09 21,189.42857142857244
2022-10-09 22,230.85714285714135
2022-10-09 23,258.66666666666697
2022-10-10 00,231.99999999999943
2022-10-10 01,205.3333333333342
2022-10-10 02,178.66666666666669
2022-10-10 03,151.99999999999915
2022-10-10 04,138.6666666666665
2022-10-10 05,145.33333333333323
2022-10-10 06,152.0
2022-10-10 07,185.99999999999807
2022-10-10 08,219.99999999999903
2022-10-10 09,254.0
2022-10-10 10,234.4166666666677
2022-10-10 11,214.83333333333377
2022-10-10 12,195.2499999999998
2022-10-10 13,175.6666666666675
2022-10-10 14,161.5555555555555
2022-10-10 15,169.33333333333354
2022-10-10 16,173.50000000000003
2022-10-10 17,172.25
2022-10-10 18,170.99999999999994
2022-10-10 19,169.75
2022-10-10 20,168.49999999999997
2022-10-10 21,212.00000000000313
2022-10-10 22,285.33333333333127
2022-10-10 23,335.11111111111154
2022-10-11 00,290.6666666666654
2022-10-11 01,246.22222222222308
2022-10-11 02,201.77777777777695
2022-10-11 03,191.33333333333368
2022-10-11 04,203.55555555555475
2022-10-11 05,245.9999999999981
2022-10-11 06,296.0
2022-10-11 07,345.9999999999976
2022-10-11 08,395.99999999999955
2022-10-11 09,446.0000000000014
2022-10-11 10,446.66666666666833
2022-10-11 11,373.3333333333329
2022-10-11 12,299.9999999999975
2022-10-11 13,250.28571428571465
2022-10-11 14,236.0
2022-10-11 15,221.71428571428538
2022-10-11 16,207.42857142857196
2022-10-11 17,199.6666666666664
2022-10-11 18,218.0
2022-10-11 19,203.00000000000108
2022-10-11 20,257.0666666666634
2022-10-11 21,328.3999999999988
2022-10-11 22,399.73333333332806
2022-10-11 23,216.4000000000002
2022-10-12 00,198.3999999999997
