Time (UTC),Price (USD/MWh)
2022-10-05 07,209.33407963403292
2022-10-05 08,164.296132379209
2022-10-05 09,142.1967464846155
2022-10-05 10,129.27434762416547
2022-10-05 11,116.13028821813843
2022-10-05 12,102.98622881211082
2022-10-05 13,89.84216940608377
2022-10-05 14,102.30296656336125
2022-10-05 15,128.11874311725325
2022-10-05 16,158.56705464504606
2022-10-05 17,198.4495115187754
2022-10-05 18,253.7386897325535
2022-10-05 19,236.09163063073134
2022-10-05 20,260.3913110755398
2022-10-05 21,277.6740398907307
2022-10-05 22,218.37070505801293
2022-10-05 23,230.3384821562148
2022-10-06 00,198.5465727908044
2022-10-06 01,228.19574635828502
2022-10-06 02,212.88390554431822
2022-10-06 03,188.57429659081913
2022-10-06 04,176.56603213338656
2022-10-06 05,186.19115807980106
2022-10-06 06,195.81628402621595
2022-10-06 07,162.6121970066457
2022-10-06 08,137.27039114481934
2022-10-06 09,113.41782988242473
2022-10-06 10,88.16530461912508
2022-10-06 11,77.70419465787249
2022-10-06 12,75.2076897433396
2022-10-06 13,76.65435259889088
2022-10-06 14,90.39900660956906
2022-10-06 15,104.1436606202478
2022-10-06 16,133.25460293366964
2022-10-06 17,164.42667300121036
2022-10-06 18,175.05571644866026
2022-10-06 19,175.53535767315142
2022-10-06 20,183.194546888632
2022-10-06 21,179.20730620081693
2022-10-06 22,181.91453395204587
2022-10-06 23,190.80986281609364
2022-10-07 00,176.37416625538046
2022-10-07 01,164.42221728141908
2022-10-07 02,156.97731014678436
2022-10-07 03,149.53240301214936
2022-10-07 04,155.95721105796503
2022-10-07 05,160.4153385010616
2022-10-07 06,148.08062322175087
2022-10-07 07,135.74590794244065
2022-10-07 08,124.35403176201784
2022-10-07 09,113.34081589358877
2022-10-07 10,102.32760002516017
2022-10-07 11,91.31438415673156
2022-10-07 12,85.51980428886434
2022-10-07 13,85.92063800431468
2022-10-07 14,86.32147171976504
2022-10-07 15,85.621887212478
2022-10-07 16,87.25375186000329
2022-10-07 17,99.41874689669409
2022-10-07 18,111.20161717462801
2022-10-07 19,122.98448745256144
2022-10-07 20,132.5467107588787
2022-10-07 21,125.00343579001148
2022-10-07 22,117.46016082114457
2022-10-07 23,111.03551896582793
2022-10-08 00,116.27660911257865
2022-10-08 01,121.51769925932892
2022-10-08 02,127.86433945402072
2022-10-08 03,143.51059759126397
2022-10-08 04,150.81919364136047
2022-10-08 05,141.90123879267824
2022-10-08 06,132.983283943996
2022-10-08 07,132.82197787298026
2022-10-08 08,129.6541002993895
2022-10-08 09,96.93662583054893
2022-10-08 10,89.09566339085053
2022-10-08 11,85.10842246060713
2022-10-08 12,81.12118153036374
2022-10-08 13,79.04187949236919
2022-10-08 14,82.73067901389173
2022-10-08 15,86.41947853541427
2022-10-08 16,90.10827805693648
2022-10-08 17,94.69371088271475
2022-10-08 18,99.73200180836159
2022-10-08 19,101.33513057173836
2022-10-08 20,94.05422002695663
2022-10-08 21,91.3848008792412
2022-10-08 22,94.06432947652338
2022-10-08 23,99.34004704362249
2022-10-09 00,105.90172684204772
2022-10-09 01,114.33738803705188
2022-10-09 02,127.41726192980829
2022-10-09 03,140.49713582256473
2022-10-09 04,153.57700971532003
2022-10-09 05,161.03056361538034
2022-10-09 06,137.19324085089096
2022-10-09 07,113.35591808640362
2022-10-09 08,94.3936678856921
2022-10-09 09,83.81614867708059
2022-10-09 10,80.49079615830087
2022-10-09 11,81.50579169091222
2022-10-09 12,84.8578967758357
2022-10-09 13,91.92194185926907
2022-10-09 14,99.60429626654364
2022-10-09 15,107.2866506738182
2022-10-09 16,134.47906607313683
2022-10-09 17,162.865511439794
2022-10-09 18,183.39096170113467
2022-10-09 19,184.9695890468238
2022-10-09 20,162.86350729334924
2022-10-09 21,175.05863074796022
2022-10-09 22,170.35664690797748
2022-10-09 23,166.48473305686002
2022-10-10 00,170.51049757234483
2022-10-10 01,158.05983651602978
2022-10-10 02,147.69261867038475
2022-10-10 03,155.78323312524003
2022-10-10 04,154.35954087472797
2022-10-10 05,135.11622672754237
2022-10-10 06,115.87291258035678
2022-10-10 07,96.62959843317283
2022-10-10 08,87.72008905559451
2022-10-10 09,84.06366044413593
2022-10-10 10,80.40723183267765
2022-10-10 11,77.42007366229811
2022-10-10 12,87.96859686229828
2022-10-10 13,98.51712006229758
2022-10-10 14,109.87427071191492
2022-10-10 15,129.97931068506023
2022-10-10 16,150.08435065820385
2022-10-10 17,166.2942663663671
2022-10-10 18,161.31617089122037
2022-10-10 19,163.91679014539673
2022-10-10 20,166.93247179863545
2022-10-10 21,188.03619937181122
2022-10-10 22,181.8795653869315
2022-10-10 23,183.78311621691998
2022-10-11 00,188.31483848481716
2022-10-11 01,184.69598476854972
2022-10-11 02,173.7816159825096
2022-10-11 03,193.2568119937406
2022-10-11 04,178.5764995170213
2022-10-11 05,163.44699067511755
2022-10-11 06,148.31748183321383
2022-10-11 07,133.18797299131137
2022-10-11 08,118.05846414940765
2022-10-11 09,102.92895530750391
2022-10-11 10,87.79944646560148
2022-10-11 11,74.1237130589936
2022-10-11 12,92.96999248311954
2022-10-11 13,111.81627190724387
2022-10-11 14,131.69505431532505
2022-10-11 15,160.00215092814585
2022-10-11 16,212.34831397329708
2022-10-11 17,268.7099570919766
2022-10-11 18,233.6878886553701
2022-10-11 19,198.66582021876658
2022-10-11 20,203.10293285287753
2022-10-11 21,190.43803594526545
2022-10-11 22,224.26012839747324
2022-10-11 23,259.221513465403
2022-10-12 00,243.63990404626725
