Time (UTC), WUE (L/kWh)
2022-10-08 05,2.2343636175789348
2022-10-08 06,2.415884244383511
2022-10-08 07,2.4267734620313606
2022-10-08 08,2.518811235608511
2022-10-08 09,2.5917501325714345
2022-10-08 10,2.4826726102530863
2022-10-08 11,2.341672515887338
2022-10-08 12,2.1778674108567078
2022-10-08 13,1.9925568931334978
2022-10-08 14,1.7995728075213675
2022-10-08 15,1.4748590963407764
2022-10-08 16,1.7120364624085331
2022-10-08 17,1.728550699296591
2022-10-08 18,1.775574166507987
2022-10-08 19,1.8339735248574378
2022-10-08 20,1.8659801082729044
2022-10-08 21,1.9284778009954535
2022-10-08 22,1.9807480296120406
2022-10-08 23,2.0596416305537875
2022-10-09 00,2.1730170946851612
2022-10-09 01,2.3469932979353425
2022-10-09 02,2.480719093679573
2022-10-09 03,2.5145730787355665
2022-10-09 04,2.564353818853567
2022-10-09 05,2.613509321067089
2022-10-09 06,2.6707075354126424
2022-10-09 07,2.7281688563247295
2022-10-09 08,2.7644981861574216
2022-10-09 09,2.8185337514036077
2022-10-09 10,2.861506337936884
2022-10-09 11,2.900007217937728
2022-10-09 12,2.9471380246477423
2022-10-09 13,3.007504900578102
2022-10-09 14,3.0459618324350153
2022-10-09 15,2.9539806679191667
2022-10-09 16,2.843011771565027
2022-10-09 17,2.792921229635035
2022-10-09 18,2.8281658172511452
2022-10-09 19,2.839497135166252
2022-10-09 20,2.8893866136511477
2022-10-09 21,2.9087757369022835
2022-10-09 22,2.924500767714662
2022-10-09 23,3.0868722671122395
2022-10-10 00,3.2102529024978668
2022-10-10 01,3.4328357131054643
2022-10-10 02,3.5677048771082127
2022-10-10 03,3.598112616998973
2022-10-10 04,3.6393585585955464
2022-10-10 05,3.6631546490406715
2022-10-10 06,3.7187494656302675
2022-10-10 07,3.751968252574284
2022-10-10 08,3.7775814981293996
2022-10-10 09,3.795810935922992
2022-10-10 10,3.819076050121056
2022-10-10 11,3.847730134900983
2022-10-10 12,3.863732735381613
2022-10-10 13,3.8780990053513134
2022-10-10 14,3.866938920076607
2022-10-10 15,3.826200772366934
2022-10-10 16,3.808572215114469
2022-10-10 17,3.76688371196814
2022-10-10 18,3.7444504734892554
2022-10-10 19,3.7395596463753256
2022-10-10 20,3.708019935830619
2022-10-10 21,3.685922749819527
2022-10-10 22,3.7012856413809816
2022-10-10 23,3.704098430852515
2022-10-11 00,3.7726345904448566
