Time (UTC), WUE (L/kWh)
2022-10-07 06,4.448933215836562
2022-10-07 07,4.46621096918346
2022-10-07 08,4.56875379315468
2022-10-07 09,4.671824397940634
2022-10-07 10,4.745577866900474
2022-10-07 11,4.83652835806181
2022-10-07 12,4.860687234769042
2022-10-07 13,4.9098879983996095
2022-10-07 14,4.5382359759753
2022-10-07 15,4.634882981209054
2022-10-07 16,4.701532722128582
2022-10-07 17,4.681033063721954
2022-10-07 18,4.517510566639142
2022-10-07 19,4.47391870744703
2022-10-07 20,4.422021821060887
2022-10-07 21,4.4134095418851045
2022-10-07 22,4.4116483536895235
2022-10-07 23,4.374161757821962
2022-10-08 00,4.386757769951337
2022-10-08 01,4.390566359085182
2022-10-08 02,4.412668509509234
2022-10-08 03,4.28944043720473
2022-10-08 04,4.226526501308314
2022-10-08 05,4.188631831183484
2022-10-08 06,4.274368109022623
2022-10-08 07,4.311387447576039
2022-10-08 08,4.463016111779439
2022-10-08 09,4.5292209027371575
2022-10-08 10,4.626377685696802
2022-10-08 11,4.661647900490108
2022-10-08 12,4.753226582125404
2022-10-08 13,4.816512179397488
2022-10-08 14,4.792778492317293
2022-10-08 15,4.785235890040628
2022-10-08 16,4.76980548635314
2022-10-08 17,4.805533584767596
2022-10-08 18,4.876430908253242
2022-10-08 19,4.8713892563201755
2022-10-08 20,4.8145696034643795
2022-10-08 21,4.662858637248057
2022-10-08 22,4.5500416271935356
2022-10-08 23,4.494683758172759
2022-10-09 00,4.449073629768723
2022-10-09 01,4.398513104096342
2022-10-09 02,4.419881973838916
2022-10-09 03,4.347731255640715
2022-10-09 04,4.295298065304831
2022-10-09 05,4.229209405107876
2022-10-09 06,4.44074337394119
2022-10-09 07,4.70309286032243
2022-10-09 08,4.858149032866017
2022-10-09 09,4.985506713885474
2022-10-09 10,5.166346420908082
2022-10-09 11,5.29418611692428
2022-10-09 12,5.440430003835156
2022-10-09 13,5.414898037801635
2022-10-09 14,5.2781264084397
2022-10-09 15,5.269393933267073
2022-10-09 16,5.395151334728718
2022-10-09 17,5.4056081760386
2022-10-09 18,5.2692092854135435
2022-10-09 19,5.258982424454454
2022-10-09 20,5.222301981247103
2022-10-09 21,5.131931972364903
2022-10-09 22,5.065839394628142
2022-10-09 23,4.905706621231985
2022-10-10 00,4.895028483453742
2022-10-10 01,4.864696495251533
2022-10-10 02,4.8860240203727265
2022-10-10 03,4.765981326216471
2022-10-10 04,4.79171501422388
2022-10-10 05,4.726510557257501
2022-10-10 06,4.883348445527233
2022-10-10 07,5.032769716509407
2022-10-10 08,5.209887922699968
2022-10-10 09,5.420347325555908
2022-10-10 10,5.464618482953863
2022-10-10 11,5.544933358491021
2022-10-10 12,5.793497282839803
2022-10-10 13,5.732313824978529
2022-10-10 14,5.625042931769591
2022-10-10 15,5.789745863814836
2022-10-10 16,5.6536708354389065
2022-10-10 17,5.726927807960181
2022-10-10 18,5.417280309052706
2022-10-10 19,5.202094956079663
2022-10-10 20,5.226051329817629
2022-10-10 21,5.126001987974397
2022-10-10 22,5.064912926432061
2022-10-10 23,4.938481487702536
2022-10-11 00,4.883309262502691
