Time (UTC), WUE (L/kWh)
2022-09-29 17,5.311747808397958
2022-09-29 18,5.285107377154177
2022-09-29 19,5.280294559120609
2022-09-29 20,5.2605480786503085
2022-09-29 21,5.2542360211123675
2022-09-29 22,5.271993953636099
2022-09-29 23,5.26386708180651
2022-09-30 00,5.281183599970457
2022-09-30 01,5.341794565208416
2022-09-30 02,5.421751395851249
2022-09-30 03,5.463077520264044
2022-09-30 04,5.483625612919
2022-09-30 05,5.4913637959483825
2022-09-30 06,5.486211897014587
2022-09-30 07,5.495208794601934
2022-09-30 08,5.514668315206996
2022-09-30 09,5.53348158241849
2022-09-30 10,5.543836815172963
2022-09-30 11,5.570354528935248
2022-09-30 12,5.605616143159603
2022-09-30 13,5.415323318684207
2022-09-30 14,5.473599931442578
2022-09-30 15,5.380820647408013
2022-09-30 16,5.585298397009625
2022-09-30 17,5.421842002869556
2022-09-30 18,5.452083274283343
2022-09-30 19,5.439136412814589
2022-09-30 20,5.441133826149308
2022-09-30 21,5.585706201914298
2022-09-30 22,5.475031574928626
2022-09-30 23,5.4902748210078665
2022-10-01 00,5.246060785982148
2022-10-01 01,5.17042724666042
2022-10-01 02,5.256031258054625
2022-10-01 03,5.313474867101537
2022-10-01 04,5.238602013022012
2022-10-01 05,5.271656773147867
2022-10-01 06,5.231460468128023
2022-10-01 07,5.209342835282036
2022-10-01 08,5.234742337628516
2022-10-01 09,5.169062663900666
2022-10-01 10,5.192093583563117
2022-10-01 11,5.248247029567493
2022-10-01 12,5.14150840992843
2022-10-01 13,5.111936900033123
2022-10-01 14,5.139334849119608
2022-10-01 15,5.171568381947068
2022-10-01 16,5.1357230165355805
2022-10-01 17,5.156848936611958
2022-10-01 18,5.20884296547652
2022-10-01 19,5.10603038135015
2022-10-01 20,5.101918152035573
2022-10-01 21,5.243502262506283
2022-10-01 22,5.172754158939576
2022-10-01 23,5.132616101962534
2022-10-02 00,5.176045396431355
2022-10-02 01,5.180735180262972
2022-10-02 02,5.227768682173009
2022-10-02 03,5.176104533228592
2022-10-02 04,5.172604226398543
2022-10-02 05,5.07227830863692
2022-10-02 06,5.608360013604016
2022-10-02 07,5.71417603794719
2022-10-02 08,5.532907274082342
2022-10-02 09,5.430872573250813
2022-10-02 10,5.280906321970181
2022-10-02 11,5.330503497463647
2022-10-02 12,5.351116538929475
2022-10-02 13,5.370812189085749
2022-10-02 14,5.408844451324178
2022-10-02 15,5.383723870864045
2022-10-02 16,5.23968467447609
2022-10-02 17,5.2537424577072205
2022-10-02 18,5.282123524525008
2022-10-02 19,5.210387404160005
2022-10-02 20,5.164074868168435
2022-10-02 21,5.273895280954212
2022-10-02 22,5.258113146273115
2022-10-02 23,5.226960326250903
2022-10-03 00,5.248637076756562
2022-10-03 01,5.284286642667437
2022-10-03 02,5.419227217997336
2022-10-03 03,5.375571267765077
2022-10-03 04,5.3769940326751735
2022-10-03 05,5.320077555822312
2022-10-03 06,5.343015402262884
2022-10-03 07,5.411150287797016
2022-10-03 08,5.408410503340792
2022-10-03 09,5.438191460973281
2022-10-03 10,5.410416024359684
2022-10-03 11,5.414972966302708
2022-10-03 12,5.404162366890836
2022-10-03 13,5.384857312249696
2022-10-03 14,5.341521403422273
2022-10-03 15,5.260789436910587
2022-10-03 16,5.166606244347467
2022-10-03 17,5.113428815479806
2022-10-03 18,5.100869665580217
2022-10-03 19,4.940395483063817
2022-10-03 20,5.06293927197764
2022-10-03 21,5.059715023163186
2022-10-03 22,4.976667960291756
2022-10-03 23,4.971271768965865
2022-10-04 00,4.942673686572031
2022-10-04 01,4.998579652333923
2022-10-04 02,5.134366405661418
2022-10-04 03,5.185002251860537
2022-10-04 04,5.248593625431961
2022-10-04 05,5.225487791310297
2022-10-04 06,5.208320007870828
2022-10-04 07,5.183434448603773
2022-10-04 08,5.152137562966269
2022-10-04 09,5.100714245792138
2022-10-04 10,5.04735936029012
2022-10-04 11,5.017878401432494
2022-10-04 12,4.985710929905507
2022-10-04 13,4.909662654701811
2022-10-04 14,4.958225731718601
2022-10-04 15,4.866720375710451
2022-10-04 16,4.730725618274674
2022-10-04 17,4.713985745425258
2022-10-04 18,4.81046175786544
2022-10-04 19,4.946280504359679
2022-10-04 20,5.101197135495852
2022-10-04 21,4.995732367365488
2022-10-04 22,4.889822345928234
2022-10-04 23,4.76330921503268
2022-10-05 00,4.6411565324116495
2022-10-05 01,4.7465037319862
2022-10-05 02,4.880274300757513
2022-10-05 03,4.918381420587908
2022-10-05 04,4.89303956974802
2022-10-05 05,4.819259580836487
2022-10-05 06,4.795526819522827
2022-10-05 07,4.745786982007198
2022-10-05 08,4.718757996086234
2022-10-05 09,4.704338776849222
2022-10-05 10,4.714889995400869
2022-10-05 11,4.719527213919585
2022-10-05 12,4.708845145237337
2022-10-05 13,4.632026575446952
2022-10-05 14,4.650138250313963
2022-10-05 15,4.812332362211347
2022-10-05 16,4.831815022772221
2022-10-05 17,4.832735047700108
2022-10-05 18,5.005911143176854
2022-10-05 19,4.985558966695384
2022-10-05 20,4.878366896069924
2022-10-05 21,4.7632630980191335
2022-10-05 22,4.74952279985643
2022-10-05 23,4.803675723511345
2022-10-06 00,4.806106616026215
2022-10-06 01,4.705895893622306
2022-10-06 02,4.819671762234981
2022-10-06 03,4.649373803891109
2022-10-06 04,4.588387912032997
2022-10-06 05,4.520088162384502
2022-10-06 06,4.4706873537317975
2022-10-06 07,4.498875035845331
2022-10-06 08,4.461007624761969
2022-10-06 09,4.412440726482078
2022-10-06 10,4.351139295551296
2022-10-06 11,4.351831607969696
2022-10-06 12,4.35260295101052
2022-10-06 13,4.351978536900646
2022-10-06 14,4.424301806142487
2022-10-06 15,4.366548499149935
2022-10-06 16,4.286572323390436
2022-10-06 17,4.336463541127278
2022-10-06 18,4.346310930708006
2022-10-06 19,4.44418385486693
2022-10-06 20,4.540259097134777
2022-10-06 21,4.516702244890343
2022-10-06 22,4.538390683247234
2022-10-06 23,4.5385910852041595
2022-10-07 00,4.5389650685083875
2022-10-07 01,4.629220548008481
2022-10-07 02,4.6868874754257694
2022-10-07 03,4.626336736242785
2022-10-07 04,4.641516556537123
2022-10-07 05,4.460691618913982
2022-10-07 06,4.472531759536656
2022-10-07 07,4.493789981433882
2022-10-07 08,4.372515129703315
2022-10-07 09,4.37770548918877
2022-10-07 10,4.3064038594574185
2022-10-07 11,4.273132241436232
2022-10-07 12,4.290368311914209
2022-10-07 13,4.193764237533539
2022-10-07 14,4.291886327105307
2022-10-07 15,4.283377600257582
2022-10-07 16,4.172531064514299
2022-10-07 17,4.28886507682062
2022-10-07 18,4.3470151647961615
2022-10-07 19,4.3572640450055555
2022-10-07 20,4.335069766641553
2022-10-07 21,4.275462509770233
2022-10-07 22,4.236039667371195
2022-10-07 23,4.27667417516722
2022-10-08 00,4.3021383668633355
2022-10-08 01,4.351506906906989
2022-10-08 02,4.462104210238604
2022-10-08 03,4.413401128947043
2022-10-08 04,4.398129404041533
2022-10-08 05,4.39768237831507
2022-10-08 06,4.363123287070495
2022-10-08 07,4.488536548351438
2022-10-08 08,4.430508905848126
2022-10-08 09,4.474237987332566
2022-10-08 10,4.458218432699709
2022-10-08 11,4.457456188249063
2022-10-08 12,4.500885671816746
2022-10-08 13,4.402056228139443
2022-10-08 14,4.42021681548821
2022-10-08 15,4.332915243306261
2022-10-08 16,4.231146510025842
2022-10-08 17,4.307993276232795
2022-10-08 18,4.361770744308
2022-10-08 19,4.295469966291568
2022-10-08 20,4.218730564375034
2022-10-08 21,4.292652748835704
2022-10-08 22,4.264686419418317
2022-10-08 23,4.263674283192895
2022-10-09 00,4.308054802241026
2022-10-09 01,4.4088881936227695
2022-10-09 02,4.57477889183854
2022-10-09 03,4.491802775611064
2022-10-09 04,4.449031042916236
2022-10-09 05,4.370936075292517
2022-10-09 06,4.34860733243902
2022-10-09 07,4.47937829969667
2022-10-09 08,4.3300710375890255
2022-10-09 09,4.248695174290193
2022-10-09 10,4.3010577646713495
2022-10-09 11,4.311647302322214
2022-10-09 12,4.225230827944626
2022-10-09 13,4.09483593559488
2022-10-09 14,4.10003428284109
2022-10-09 15,4.169954377915918
2022-10-09 16,4.210744965239367
2022-10-09 17,4.276328264392763
2022-10-09 18,4.395076369693853
2022-10-09 19,4.4829808423551984
2022-10-09 20,4.5407498549264504
2022-10-09 21,4.550655981231621
2022-10-09 22,4.486351268691097
2022-10-09 23,4.476168296561774
2022-10-10 00,4.564324479330176
2022-10-10 01,4.668359767597247
2022-10-10 02,4.707946755470962
2022-10-10 03,4.801164362917598
2022-10-10 04,4.6396898886741695
2022-10-10 05,4.602919534041637
2022-10-10 06,4.6108467046095525
2022-10-10 07,4.6055077510319204
2022-10-10 08,4.496363424602557
2022-10-10 09,4.622134033845991
2022-10-10 10,4.4443098054024714
2022-10-10 11,4.448490537660683
2022-10-10 12,4.457268864329214
2022-10-10 13,4.395150456755101
2022-10-10 14,4.38649481103597
2022-10-10 15,4.377426737956236
2022-10-10 16,4.226440043996777
2022-10-10 17,4.316082326439529
2022-10-10 18,4.337435406459781
2022-10-10 19,4.422659718436934
2022-10-10 20,4.503401056791751
2022-10-10 21,4.547779118262809
2022-10-10 22,4.568764020545422
2022-10-10 23,4.635543827428023
2022-10-11 00,4.62136835590179
