Time (UTC), WUE (L/kWh)
2022-09-30 04,5.438914768074526
2022-09-30 05,5.427008769836793
2022-09-30 06,5.392676765421456
2022-09-30 07,5.401772528880514
2022-09-30 08,5.351686107945325
2022-09-30 09,5.356940670699826
2022-09-30 10,5.348969170987623
2022-09-30 11,5.481658252200502
2022-09-30 12,5.496390777392237
2022-09-30 13,5.669767084253536
2022-09-30 14,5.9516930365042615
2022-09-30 15,5.884261046771847
2022-09-30 16,5.865179459123668
2022-09-30 17,6.050576081022582
2022-09-30 18,5.979884514899313
2022-09-30 19,6.1555332579399895
2022-09-30 20,6.025147461049813
2022-09-30 21,6.094673423058545
2022-09-30 22,6.29701917312315
2022-09-30 23,6.24326291544727
2022-10-01 00,6.1969593577576
2022-10-01 01,6.239944313276521
2022-10-01 02,6.20384506215875
2022-10-01 03,6.2733043319394035
2022-10-01 04,6.293934226709332
2022-10-01 05,6.249412220271234
2022-10-01 06,6.064695948977541
2022-10-01 07,6.2602416342758715
2022-10-01 08,6.081886969501695
2022-10-01 09,6.084859968981744
2022-10-01 10,6.084339921464097
2022-10-01 11,6.083185819372619
2022-10-01 12,6.248790806942047
2022-10-01 13,6.236183927026042
2022-10-01 14,6.207512713049349
2022-10-01 15,6.19273779454738
2022-10-01 16,6.382763725869254
2022-10-01 17,6.435440597362475
2022-10-01 18,6.584567894552986
2022-10-01 19,6.692087039555364
2022-10-01 20,6.679651202512546
2022-10-01 21,6.815337992978531
2022-10-01 22,6.757872252690245
2022-10-01 23,6.6946459499179145
2022-10-02 00,6.705475351996973
2022-10-02 01,6.680433552465768
2022-10-02 02,6.6355047203794655
2022-10-02 03,6.480341258797367
2022-10-02 04,6.450495356834375
2022-10-02 05,6.444430984659648
2022-10-02 06,6.451235024061933
2022-10-02 07,6.449278137060731
2022-10-02 08,6.447809433495758
2022-10-02 09,6.43126904734215
2022-10-02 10,6.2104337472451006
2022-10-02 11,6.178795854181072
2022-10-02 12,6.170960620387208
2022-10-02 13,6.358379702674412
2022-10-02 14,6.3402301025638925
2022-10-02 15,6.3806153725504595
2022-10-02 16,6.374557435029208
2022-10-02 17,6.729994537939033
2022-10-02 18,6.614849287290148
2022-10-02 19,6.6534302935283325
2022-10-02 20,6.8387474358487585
2022-10-02 21,6.0750385444454595
2022-10-02 22,6.296881061674594
2022-10-02 23,6.311031102943201
2022-10-03 00,6.336641617749915
2022-10-03 01,6.162924474773317
2022-10-03 02,6.406907489691099
2022-10-03 03,6.222595915229344
2022-10-03 04,6.0516146720107145
2022-10-03 05,6.0619451342692505
2022-10-03 06,6.25157627022752
2022-10-03 07,6.126188357602501
2022-10-03 08,6.063227465389201
2022-10-03 09,5.82868473597911
2022-10-03 10,5.764014332929298
2022-10-03 11,5.757277110519554
2022-10-03 12,5.788261782187937
2022-10-03 13,5.682396564526651
2022-10-03 14,5.778280486608075
2022-10-03 15,5.582016210960846
2022-10-03 16,5.61216150046331
2022-10-03 17,5.687138262852754
2022-10-03 18,5.521170708447068
2022-10-03 19,5.561307839336399
2022-10-03 20,5.637718747651191
2022-10-03 21,5.604965261928221
2022-10-03 22,5.66865313485608
2022-10-03 23,5.546754262259956
2022-10-04 00,5.52984189982476
2022-10-04 01,5.417954414880904
2022-10-04 02,5.396976618768883
2022-10-04 03,5.3770362977489325
2022-10-04 04,5.327671217977785
2022-10-04 05,5.330636671273537
2022-10-04 06,5.318670469191034
2022-10-04 07,5.285845178970533
2022-10-04 08,5.215381081613356
2022-10-04 09,5.149647833632814
2022-10-04 10,5.124431018077729
2022-10-04 11,5.061888173776472
2022-10-04 12,5.149891424797331
2022-10-04 13,5.232262049329456
2022-10-04 14,5.432695836195666
2022-10-04 15,5.5470343659729515
2022-10-04 16,5.707822143547379
2022-10-04 17,5.728387786080691
2022-10-04 18,5.722989117742302
2022-10-04 19,5.7616227002552804
2022-10-04 20,5.749818546168369
2022-10-04 21,5.800408571015268
2022-10-04 22,5.775073966546225
2022-10-04 23,5.739455957484927
2022-10-05 00,5.742142590855894
2022-10-05 01,5.737003214955164
2022-10-05 02,5.533516587872691
2022-10-05 03,5.623737891298468
2022-10-05 04,5.538416430944813
2022-10-05 05,5.556456923015862
2022-10-05 06,5.565142699529472
2022-10-05 07,5.619255871930811
2022-10-05 08,5.5828827852088985
2022-10-05 09,5.568723909092658
2022-10-05 10,5.552174261193759
2022-10-05 11,5.45194030488585
2022-10-05 12,5.515065784432092
2022-10-05 13,5.5942286996213495
2022-10-05 14,5.73152839642559
2022-10-05 15,5.778476082937157
2022-10-05 16,5.810576585342003
2022-10-05 17,5.8878306868000045
2022-10-05 18,5.875832099782221
2022-10-05 19,5.823893447051062
2022-10-05 20,5.814416944553967
2022-10-05 21,5.726018694453604
2022-10-05 22,5.589906578040001
2022-10-05 23,5.495301890839285
2022-10-06 00,5.360962995909394
2022-10-06 01,5.489323686410209
2022-10-06 02,5.393578872863162
2022-10-06 03,5.373530684963085
2022-10-06 04,5.311209293250032
2022-10-06 05,5.258362734581732
2022-10-06 06,5.169723181702119
2022-10-06 07,5.130180246225441
2022-10-06 08,5.060607888262536
2022-10-06 09,5.0534655821748
2022-10-06 10,4.976937850463472
2022-10-06 11,4.96214698791127
2022-10-06 12,4.947533796011043
2022-10-06 13,5.138770656128658
2022-10-06 14,5.294857758961646
2022-10-06 15,5.54369655157162
2022-10-06 16,5.5713935567377515
2022-10-06 17,5.729224106555409
2022-10-06 18,5.674619980726157
2022-10-06 19,5.752278452419598
2022-10-06 20,5.793231069229446
2022-10-06 21,5.792357725822372
2022-10-06 22,5.874257078033008
2022-10-06 23,5.753499062098965
2022-10-07 00,5.660354843647014
2022-10-07 01,5.7724772564039935
2022-10-07 02,5.750890047980819
2022-10-07 03,5.487492977019166
2022-10-07 04,5.521622929189573
2022-10-07 05,5.511129038844475
2022-10-07 06,5.478774007183109
2022-10-07 07,5.485601602084162
2022-10-07 08,5.360247291649379
2022-10-07 09,5.363958850623294
2022-10-07 10,5.358647847852392
2022-10-07 11,5.229701810975924
2022-10-07 12,5.31263047212064
2022-10-07 13,5.462510799738201
2022-10-07 14,5.581139254732005
2022-10-07 15,5.864062341185763
2022-10-07 16,5.945550225214387
2022-10-07 17,5.919228809464471
2022-10-07 18,5.949785750533721
2022-10-07 19,5.838186055225334
2022-10-07 20,5.928878420589605
2022-10-07 21,5.833648939806184
2022-10-07 22,5.970245420102618
2022-10-07 23,5.784132433010969
2022-10-08 00,5.695151709216194
2022-10-08 01,5.704429958116114
2022-10-08 02,5.6089867578264085
2022-10-08 03,5.519298637442186
2022-10-08 04,5.6015186186536665
2022-10-08 05,5.471200702190341
2022-10-08 06,5.471371780056677
2022-10-08 07,5.483028501373875
2022-10-08 08,5.44735882938295
2022-10-08 09,5.333478798856731
2022-10-08 10,5.33020980049521
2022-10-08 11,5.21840830332438
2022-10-08 12,5.078520824664769
2022-10-08 13,5.469951121497014
2022-10-08 14,5.638166157460633
2022-10-08 15,5.764312274517753
2022-10-08 16,5.904694921973549
2022-10-08 17,6.040278837928673
2022-10-08 18,6.076466453565579
2022-10-08 19,6.1112377240454165
2022-10-08 20,6.110478866108027
2022-10-08 21,6.115345173052704
2022-10-08 22,6.134675782941825
2022-10-08 23,6.088004717010378
2022-10-09 00,5.979717698954876
2022-10-09 01,6.069757961642074
2022-10-09 02,6.033608673383668
2022-10-09 03,5.876425976758933
2022-10-09 04,5.892024539433901
2022-10-09 05,5.8622917809904935
2022-10-09 06,5.833204078942225
2022-10-09 07,5.845329048439842
2022-10-09 08,5.786100210521332
2022-10-09 09,5.7743361539447
2022-10-09 10,5.553943155871178
2022-10-09 11,5.549413211441099
2022-10-09 12,5.578575994826488
2022-10-09 13,5.811714749578489
2022-10-09 14,6.020641947975426
2022-10-09 15,6.094238242390919
2022-10-09 16,6.145128938051837
2022-10-09 17,6.020084971160206
2022-10-09 18,6.129149676208039
2022-10-09 19,6.120626612151315
2022-10-09 20,6.122076292078992
2022-10-09 21,6.189371121895742
2022-10-09 22,6.275285931555036
2022-10-09 23,6.229986813807562
2022-10-10 00,6.248358600522944
2022-10-10 01,6.091985260148462
2022-10-10 02,5.9047407499608475
2022-10-10 03,5.97417368133218
2022-10-10 04,5.902330646733336
2022-10-10 05,5.879977832574173
2022-10-10 06,5.8782623722053255
2022-10-10 07,6.0539007607109125
2022-10-10 08,6.000688111088086
2022-10-10 09,6.158208325104017
2022-10-10 10,6.074020165341563
2022-10-10 11,5.94354612921307
2022-10-10 12,5.870060729396701
2022-10-10 13,5.964562358022515
2022-10-10 14,5.85566666215221
2022-10-10 15,5.897226423407906
2022-10-10 16,5.935307698444747
2022-10-10 17,5.96725944873376
2022-10-10 18,5.853601538888116
2022-10-10 19,5.8865032420152845
2022-10-10 20,5.868736818775883
2022-10-10 21,5.873423465031115
2022-10-10 22,5.853394807876179
2022-10-10 23,5.733989465972819
2022-10-11 00,5.645958341941559
