Time (UTC), WUE (L/kWh)
2022-10-03 16,4.304369351052436
2022-10-03 17,4.246860830427298
2022-10-03 18,4.406833903861638
2022-10-03 19,4.363152379315233
2022-10-03 20,4.302487703196678
2022-10-03 21,4.267032634563195
2022-10-03 22,4.281238368465094
2022-10-03 23,4.210148217505104
2022-10-04 00,4.244484899267725
2022-10-04 01,4.239240102922852
2022-10-04 02,4.245220079895463
2022-10-04 03,4.252961008647685
2022-10-04 04,4.2511634376023375
2022-10-04 05,4.199190419632686
2022-10-04 06,4.243268468990341
2022-10-04 07,4.26089784060626
2022-10-04 08,4.2837838188275885
2022-10-04 09,4.329895620318407
2022-10-04 10,4.375808812586768
2022-10-04 11,4.349595907980808
2022-10-04 12,4.3664005445687355
2022-10-04 13,4.440626162921591
2022-10-04 14,4.162615266149814
2022-10-04 15,4.148683413445388
2022-10-04 16,4.034966124020969
2022-10-04 17,3.9516728567901573
2022-10-04 18,3.854958976868063
2022-10-04 19,3.703185739314764
2022-10-04 20,3.666390828865438
2022-10-04 21,3.612800167408573
2022-10-04 22,3.5067085424259035
2022-10-04 23,3.5082129468164873
2022-10-05 00,3.5143714379150155
2022-10-05 01,3.461311035306953
2022-10-05 02,3.4015375385695696
2022-10-05 03,3.460517439483364
2022-10-05 04,3.4601807286703443
2022-10-05 05,3.399965607785684
2022-10-05 06,3.70078653594496
2022-10-05 07,3.868983778557648
2022-10-05 08,3.9153762317799874
2022-10-05 09,3.854664775958139
2022-10-05 10,3.869087230687284
2022-10-05 11,3.9242835776637137
2022-10-05 12,3.9452587056577757
2022-10-05 13,3.925413257162497
2022-10-05 14,3.957645929205633
2022-10-05 15,3.7152385643549026
2022-10-05 16,3.808759186521324
2022-10-05 17,3.661799496383363
2022-10-05 18,3.7295199143403934
2022-10-05 19,3.698039857618414
2022-10-05 20,3.6502387530829687
2022-10-05 21,3.602659734078714
2022-10-05 22,3.5514607388606754
2022-10-05 23,3.5520364465674734
2022-10-06 00,3.6175265631002373
2022-10-06 01,3.491556758311911
2022-10-06 02,3.4133336537590964
2022-10-06 03,3.4148709140057676
2022-10-06 04,3.355449626399153
2022-10-06 05,3.4247798575516395
2022-10-06 06,3.5578289699084644
2022-10-06 07,3.7249068889127535
2022-10-06 08,3.708625565025101
2022-10-06 09,3.7000190022104054
