Time (UTC),Carbon (kg/kWh)
2022-09-29 12,0.3920107930697013
2022-09-29 13,0.3932418093784285
2022-09-29 14,0.3990294166020077
2022-09-29 15,0.36111444243820306
2022-09-29 16,0.2809187307296323
2022-09-29 17,0.24271509632443428
2022-09-29 18,0.24826130247674968
2022-09-29 19,0.24428615503350726
2022-09-29 20,0.2478710326656688
2022-09-29 21,0.2495034917593136
2022-09-29 22,0.25736538968632383
2022-09-29 23,0.26894209386186096
2022-09-30 00,0.3026114998574748
2022-09-30 01,0.3526374528083882
2022-09-30 02,0.386198581914415
2022-09-30 03,0.37938706881429407
2022-09-30 04,0.3818793407885271
2022-09-30 05,0.38221711723929114
2022-09-30 06,0.3870126690262785
2022-09-30 07,0.3809943374840529
2022-09-30 08,0.3778171515874104
2022-09-30 09,0.3756005530089135
2022-09-30 10,0.3759689062046291
2022-09-30 11,0.37589639461407204
2022-09-30 12,0.3823659981985031
2022-09-30 13,0.38190435539862866
2022-09-30 14,0.384347006053612
2022-09-30 15,0.3472414363846859
2022-09-30 16,0.2835097298496946
2022-09-30 17,0.25629128030198395
2022-09-30 18,0.25361754944619197
2022-09-30 19,0.2478375765226837
2022-09-30 20,0.24348350002453384
2022-09-30 21,0.24980304040302334
2022-09-30 22,0.2438381627264714
2022-09-30 23,0.24607496152425554
2022-10-01 00,0.2698211446388065
2022-10-01 01,0.32337256050710717
2022-10-01 02,0.3692098175464438
2022-10-01 03,0.3708337920789491
2022-10-01 04,0.3740354277223642
2022-10-01 05,0.37164919623466486
2022-10-01 06,0.3717699353445389
2022-10-01 07,0.36621395888505365
2022-10-01 08,0.3713225007917599
2022-10-01 09,0.38440628413133515
2022-10-01 10,0.38330428664118793
2022-10-01 11,0.3792823653127927
2022-10-01 12,0.3729685650667132
2022-10-01 13,0.3644171338594411
2022-10-01 14,0.37216037510126976
2022-10-01 15,0.3349740137107047
2022-10-01 16,0.26610966352515286
2022-10-01 17,0.22482372524620067
2022-10-01 18,0.22338753823894705
2022-10-01 19,0.22974997961909088
2022-10-01 20,0.22993599218543587
2022-10-01 21,0.2370870220541216
2022-10-01 22,0.2405990026610112
2022-10-01 23,0.2496438620861327
2022-10-02 00,0.2912359255720542
2022-10-02 01,0.35513088108682395
2022-10-02 02,0.3832467330585699
2022-10-02 03,0.38607204027799774
2022-10-02 04,0.38709837202942937
2022-10-02 05,0.3881464873464355
2022-10-02 06,0.38905331751162703
2022-10-02 07,0.3866561650492079
2022-10-02 08,0.38874585846461607
2022-10-02 09,0.39285889882631353
2022-10-02 10,0.3926925299891184
2022-10-02 11,0.3922222942297387
2022-10-02 12,0.39227754799274905
2022-10-02 13,0.3936852506241517
2022-10-02 14,0.39849914215457855
2022-10-02 15,0.35107534075608043
2022-10-02 16,0.2766026522732142
2022-10-02 17,0.24918656883780707
2022-10-02 18,0.24219199243550493
2022-10-02 19,0.2425542408141615
2022-10-02 20,0.23630678705973712
2022-10-02 21,0.2370235142393602
2022-10-02 22,0.2302455758334107
2022-10-02 23,0.2356112785750531
2022-10-03 00,0.2751773791442726
2022-10-03 01,0.3509821090740699
2022-10-03 02,0.3924368439932916
2022-10-03 03,0.392045031479281
2022-10-03 04,0.3918152941861694
2022-10-03 05,0.3925605536896861
2022-10-03 06,0.39282177105564536
2022-10-03 07,0.39198959228623403
2022-10-03 08,0.39532599679750574
2022-10-03 09,0.39212854394015456
2022-10-03 10,0.396660604698518
2022-10-03 11,0.3967034899299624
