Time (UTC),Carbon (kg/kWh)
2022-09-22 00,0.4494737760460783
2022-09-22 01,0.46173963001063595
2022-09-22 02,0.4617027638768546
2022-09-22 03,0.45425346698547
2022-09-22 04,0.44490865629530935
2022-09-22 05,0.435168733187626
2022-09-22 06,0.4288394666666667
2022-09-22 07,0.4197019722254639
2022-09-22 08,0.41589011755090277
2022-09-22 09,0.41739425944941566
2022-09-22 10,0.4234308040604688
2022-09-22 11,0.4332439430541548
2022-09-22 12,0.43692216896613506
2022-09-22 13,0.444096943250592
2022-09-22 14,0.440613085106383
2022-09-22 15,0.4348540963392694
2022-09-22 16,0.43176150379959516
2022-09-22 17,0.4268612375133704
2022-09-22 18,0.4233871564710562
2022-09-22 19,0.42762466108884045
2022-09-22 20,0.43426935196825966
2022-09-22 21,0.44145591049609895
2022-09-22 22,0.43694842538402273
2022-09-22 23,0.4262028909329829
2022-09-23 00,0.42750190535345556
2022-09-23 01,0.4460014109777553
2022-09-23 02,0.4535884714910324
2022-09-23 03,0.44731389901093177
2022-09-23 04,0.43661290070672754
2022-09-23 05,0.42034096555150713
2022-09-23 06,0.42684695127285455
2022-09-23 07,0.4349163625581608
2022-09-23 08,0.4367053548188638
2022-09-23 09,0.4487175642447326
2022-09-23 10,0.46113221270798876
2022-09-23 11,0.4643888480752278
2022-09-23 12,0.46219627712570777
2022-09-23 13,0.4625094425866673
2022-09-23 14,0.4384245359891353
2022-09-23 15,0.42223614508646146
2022-09-23 16,0.417659680541164
2022-09-23 17,0.4134400987383433
2022-09-23 18,0.42251481145884157
2022-09-23 19,0.4223070505149252
2022-09-23 20,0.42189105550379336
2022-09-23 21,0.4249549273369016
2022-09-23 22,0.4297251119876981
2022-09-23 23,0.4355122820305373
2022-09-24 00,0.44879762587864
2022-09-24 01,0.4801456813890636
2022-09-24 02,0.4920302349063614
2022-09-24 03,0.48446268950580823
2022-09-24 04,0.4736231722428748
2022-09-24 05,0.4624096264618607
2022-09-24 06,0.4532441104605596
2022-09-24 07,0.44641841505814644
2022-09-24 08,0.43809648401485146
2022-09-24 09,0.44434805500178914
