Time (UTC), WUE (L/kWh)
2022-10-02 09,6.119840771190599
2022-10-02 10,6.002449829710739
2022-10-02 11,6.062313610347001
2022-10-02 12,6.070391950113109
2022-10-02 13,6.075739067182851
2022-10-02 14,6.166894655093863
2022-10-02 15,6.194634161261003
2022-10-02 16,6.066446151645889
2022-10-02 17,6.108991074724459
2022-10-02 18,6.0802830058327055
2022-10-02 19,6.025663247405296
2022-10-02 20,5.919753214188133
2022-10-02 21,5.933256900862025
2022-10-02 22,5.953623316804242
2022-10-02 23,5.835001539131498
2022-10-03 00,5.530791899873649
2022-10-03 01,5.507487673517344
2022-10-03 02,5.535052946700492
2022-10-03 03,5.457528495875644
2022-10-03 04,5.359552075845277
2022-10-03 05,5.255619820179277
2022-10-03 06,5.2227354816836815
2022-10-03 07,5.102941297178383
2022-10-03 08,5.048981919509412
2022-10-03 09,5.058508254385019
2022-10-03 10,4.990381456118899
2022-10-03 11,4.902527574359244
2022-10-03 12,4.883632892575001
2022-10-03 13,5.021390015809444
2022-10-03 14,5.112377298481919
2022-10-03 15,5.150223443980094
2022-10-03 16,5.191333945223347
2022-10-03 17,5.254118034813677
2022-10-03 18,5.2434101784562435
2022-10-03 19,5.2116908512747555
2022-10-03 20,5.187819957902386
2022-10-03 21,5.2132590576803395
2022-10-03 22,5.186430497500431
2022-10-03 23,5.243392033283656
2022-10-04 00,5.2460961699521365
2022-10-04 01,5.220559076189272
2022-10-04 02,5.247924888022624
2022-10-04 03,5.285817532183729
2022-10-04 04,5.280084278610335
2022-10-04 05,5.2532890098907785
2022-10-04 06,5.213363162012653
2022-10-04 07,5.227359313078461
2022-10-04 08,5.200364819837349
2022-10-04 09,5.17222146280004
2022-10-04 10,5.118333088387429
2022-10-04 11,5.05093669149031
2022-10-04 12,5.072443414698033
2022-10-04 13,5.335214852716902
2022-10-04 14,5.4405560229693135
2022-10-04 15,5.426555136161727
2022-10-04 16,5.409643974348805
2022-10-04 17,5.424413386171233
2022-10-04 18,5.4497657429804125
2022-10-04 19,5.407076936246684
2022-10-04 20,5.396105163130209
2022-10-04 21,5.395437015135015
2022-10-04 22,5.408656474077616
2022-10-04 23,5.44227961033543
2022-10-05 00,5.5021688850404304
2022-10-05 01,5.51811340746199
2022-10-05 02,5.557371288564059
2022-10-05 03,5.584209090933606
2022-10-05 04,5.603643984722116
2022-10-05 05,5.614880034278092
2022-10-05 06,5.596994377113134
2022-10-05 07,5.574056663742717
2022-10-05 08,5.555743233079861
2022-10-05 09,5.521873366790233
2022-10-05 10,5.475588083450035
2022-10-05 11,5.418756199516913
2022-10-05 12,5.358490163313343
2022-10-05 13,5.471219018188531
2022-10-05 14,5.474458781186177
2022-10-05 15,5.37986224190824
2022-10-05 16,5.485568989740411
2022-10-05 17,5.547129457068405
2022-10-05 18,5.497632595300216
2022-10-05 19,5.442533990704539
2022-10-05 20,5.4196025157681005
2022-10-05 21,5.388578739262969
2022-10-05 22,5.447322345164836
2022-10-05 23,5.433646170781829
2022-10-06 00,5.4544447216008365
2022-10-06 01,5.411086566901943
2022-10-06 02,5.397164072183009
2022-10-06 03,5.353859937952784
2022-10-06 04,5.410842690129585
2022-10-06 05,5.333003179108966
2022-10-06 06,5.420777681677298
2022-10-06 07,5.32689510553495
2022-10-06 08,5.339629607252919
2022-10-06 09,5.277419743995691
2022-10-06 10,5.203428017956077
2022-10-06 11,5.103260425099528
2022-10-06 12,5.194543890968052
2022-10-06 13,5.423681339059288
2022-10-06 14,5.494279907944471
2022-10-06 15,5.602104117302069
2022-10-06 16,5.543186597060551
2022-10-06 17,5.4629098054992165
2022-10-06 18,5.5240534597754305
2022-10-06 19,5.473117694845119
2022-10-06 20,5.505641437539448
2022-10-06 21,5.504437630587713
2022-10-06 22,5.480952346013982
2022-10-06 23,5.428579196066345
2022-10-07 00,5.512913594772432
2022-10-07 01,5.52601907475557
2022-10-07 02,5.430597999754042
2022-10-07 03,5.469917014908955
2022-10-07 04,5.433592884171828
2022-10-07 05,5.478539345747569
2022-10-07 06,5.518664328296647
2022-10-07 07,5.499511837540928
2022-10-07 08,5.479463079898117
2022-10-07 09,5.422113844188377
2022-10-07 10,5.324149633957759
2022-10-07 11,5.269075289283718
2022-10-07 12,5.261541343753181
2022-10-07 13,5.579249674532057
2022-10-07 14,5.639365395745612
2022-10-07 15,5.8033778634093585
2022-10-07 16,5.690238189990076
2022-10-07 17,5.527571881895736
2022-10-07 18,5.537430016625073
2022-10-07 19,5.555581351188671
2022-10-07 20,5.471927710815256
2022-10-07 21,5.493235717968357
2022-10-07 22,5.486549830934383
2022-10-07 23,5.553272809048513
2022-10-08 00,5.5306685432837215
2022-10-08 01,5.525187894805306
2022-10-08 02,5.46186884561295
2022-10-08 03,5.4230920746593085
2022-10-08 04,5.3957739754643566
2022-10-08 05,5.400130029576057
2022-10-08 06,5.407191703135942
2022-10-08 07,5.339461604968461
2022-10-08 08,5.333037107238737
2022-10-08 09,5.237001655497137
2022-10-08 10,5.193297241587892
2022-10-08 11,5.149244475778063
2022-10-08 12,5.211113181067348
2022-10-08 13,5.447390408378888
2022-10-08 14,5.629149687977292
2022-10-08 15,5.708824195450308
2022-10-08 16,5.815511557105413
2022-10-08 17,5.672086093371334
2022-10-08 18,5.681960023171074
2022-10-08 19,5.713168912932497
2022-10-08 20,5.623864577466556
2022-10-08 21,5.525894866464128
2022-10-08 22,5.474370531311189
2022-10-08 23,5.599814333797526
2022-10-09 00,5.611872217360125
2022-10-09 01,5.548994387187744
2022-10-09 02,5.521931701764418
2022-10-09 03,5.49937713368457
2022-10-09 04,5.443339956232277
2022-10-09 05,5.445540076487115
2022-10-09 06,5.3742704688841645
2022-10-09 07,5.326202886899462
2022-10-09 08,5.386316338734087
2022-10-09 09,5.390095041756208
2022-10-09 10,5.376055613767745
2022-10-09 11,5.3566150198172
2022-10-09 12,5.375106102009845
2022-10-09 13,5.531034104594941
2022-10-09 14,5.688245486568192
2022-10-09 15,5.825935423220629
2022-10-09 16,5.819739443954941
2022-10-09 17,5.639481834812014
2022-10-09 18,5.647378452975063
2022-10-09 19,5.661415497583876
2022-10-09 20,5.692355225150436
2022-10-09 21,5.687779843320367
2022-10-09 22,5.668249725480171
2022-10-09 23,5.690243298496964
2022-10-10 00,5.661099610287663
2022-10-10 01,5.716049631923232
2022-10-10 02,5.745350934975869
2022-10-10 03,5.716804290062197
2022-10-10 04,5.698453320419263
2022-10-10 05,5.69348441711352
2022-10-10 06,5.681035669939272
2022-10-10 07,5.619216712856492
2022-10-10 08,5.599889229464936
2022-10-10 09,5.6058793177123425
2022-10-10 10,5.598116862480933
2022-10-10 11,5.686363128249214
2022-10-10 12,5.690228304809344
2022-10-10 13,5.8124573759086
2022-10-10 14,6.055744961140459
2022-10-10 15,6.306505451967194
2022-10-10 16,6.392530613642821
2022-10-10 17,6.533941650283833
2022-10-10 18,6.629802947462837
2022-10-10 19,6.636677154454512
2022-10-10 20,6.568427303261026
2022-10-10 21,6.567860930993971
2022-10-10 22,6.284137366547563
2022-10-10 23,6.42402351014025
2022-10-11 00,6.456352060446979
