Time (UTC), WUE (L/kWh)
2022-10-04 04,4.591829695054294
2022-10-04 05,4.66929430521174
2022-10-04 06,4.73167579127418
2022-10-04 07,4.834829716011301
2022-10-04 08,4.9266341232285935
2022-10-04 09,4.912673995853978
2022-10-04 10,4.8527352515588325
2022-10-04 11,4.844613220087269
2022-10-04 12,4.878471101454245
2022-10-04 13,4.74255304633013
2022-10-04 14,4.933422521295208
2022-10-04 15,4.797031051639071
2022-10-04 16,4.785103902739219
2022-10-04 17,4.729737038973191
2022-10-04 18,4.710850380123028
2022-10-04 19,4.642919056255657
2022-10-04 20,4.58883230175457
2022-10-04 21,4.426619209792333
2022-10-04 22,4.362468250460545
2022-10-04 23,4.245012795370689
2022-10-05 00,4.2760678008022595
2022-10-05 01,4.170587602184911
2022-10-05 02,4.1177879421675225
2022-10-05 03,4.065490460150333
2022-10-05 04,4.011642228776369
2022-10-05 05,4.11405995053292
2022-10-05 06,4.346232272768411
2022-10-05 07,4.546874527771875
2022-10-05 08,4.774415594883781
2022-10-05 09,4.713249988868786
2022-10-05 10,4.82251166630479
2022-10-05 11,4.973729881474433
2022-10-05 12,4.903523032543997
2022-10-05 13,4.964130613488808
2022-10-05 14,4.983707123211814
2022-10-05 15,4.891228392091985
2022-10-05 16,4.920742616621103
2022-10-05 17,4.927858410536528
2022-10-05 18,4.8718655165341636
2022-10-05 19,4.9209141114206325
2022-10-05 20,4.824085174391076
2022-10-05 21,4.793329316515444
2022-10-05 22,4.590512669701478
2022-10-05 23,4.550297506432888
2022-10-06 00,4.511718269832175
2022-10-06 01,4.416985482539232
2022-10-06 02,4.4854760791910735
2022-10-06 03,4.432008285835071
2022-10-06 04,4.462386635398205
2022-10-06 05,4.404109388184551
2022-10-06 06,4.611099514891887
2022-10-06 07,4.939892199510552
2022-10-06 08,4.98199414836529
2022-10-06 09,5.1384043342615815
2022-10-06 10,5.228102391680122
2022-10-06 11,5.329275859922289
2022-10-06 12,5.270968015825285
2022-10-06 13,5.272507727069003
2022-10-06 14,5.439233453843648
2022-10-06 15,5.363567361755403
2022-10-06 16,5.437192255010276
2022-10-06 17,5.224615068766048
2022-10-06 18,5.2737266739156885
2022-10-06 19,5.283223691558692
2022-10-06 20,5.249890174097142
2022-10-06 21,4.98407846054192
2022-10-06 22,4.877132767409515
2022-10-06 23,4.9553633064157845
2022-10-07 00,4.94910849942099
2022-10-07 01,4.9178469767938084
2022-10-07 02,4.95571260066195
2022-10-07 03,4.747341464000688
2022-10-07 04,4.729861662541454
2022-10-07 05,4.8071585422090894
2022-10-07 06,4.8040292281443975
2022-10-07 07,5.020505136155119
2022-10-07 08,5.162199508214609
2022-10-07 09,5.2062232840989235
2022-10-07 10,5.292492165419194
2022-10-07 11,5.334691589342475
2022-10-07 12,5.222591811064138
2022-10-07 13,5.295842367934714
2022-10-07 14,5.243430144054654
2022-10-07 15,5.183071279567127
2022-10-07 16,5.3593508990600895
2022-10-07 17,5.2779315784090715
2022-10-07 18,5.201587556607958
2022-10-07 19,5.091440085499226
2022-10-07 20,5.162117654039468
2022-10-07 21,5.0599684726987535
2022-10-07 22,4.906475879628217
2022-10-07 23,4.901214855669571
2022-10-08 00,4.83169844994141
2022-10-08 01,4.865394657927279
2022-10-08 02,4.8337905449118
2022-10-08 03,4.854343059289109
2022-10-08 04,4.82153187656183
2022-10-08 05,4.889653911925071
2022-10-08 06,4.987556730336878
2022-10-08 07,5.073308371396506
2022-10-08 08,5.179339660501622
2022-10-08 09,5.240962546237457
2022-10-08 10,5.42563235084891
2022-10-08 11,5.452057094146885
2022-10-08 12,5.479977449267085
2022-10-08 13,5.543205673571793
2022-10-08 14,5.461883171120208
2022-10-08 15,5.627945368335933
2022-10-08 16,5.606554828589287
2022-10-08 17,5.59674676633038
2022-10-08 18,5.673777962947128
2022-10-08 19,5.640802237732595
2022-10-08 20,5.712498522940738
2022-10-08 21,5.5074651560623025
2022-10-08 22,5.396867330547729
2022-10-08 23,5.3614116166653005
2022-10-09 00,5.277733045262364
2022-10-09 01,5.409543473491782
2022-10-09 02,5.382788657493828
2022-10-09 03,5.400981911422375
2022-10-09 04,5.290508772094805
2022-10-09 05,5.305748380848892
2022-10-09 06,5.421414828232999
2022-10-09 07,5.519063331087353
2022-10-09 08,5.724089886014753
2022-10-09 09,5.833377111118122
2022-10-09 10,5.8439699723442
2022-10-09 11,5.955499188889485
2022-10-09 12,6.156211223280282
2022-10-09 13,6.166490313624173
2022-10-09 14,6.084575180429359
2022-10-09 15,5.9582827614401355
2022-10-09 16,5.997582228640537
2022-10-09 17,6.090521109181471
2022-10-09 18,6.538383069139393
2022-10-09 19,6.1287016888255055
2022-10-09 20,5.8680711640017265
2022-10-09 21,5.748458815751241
2022-10-09 22,5.69585975541644
2022-10-09 23,5.399543938398265
2022-10-10 00,5.384559369738284
2022-10-10 01,5.280561093135377
2022-10-10 02,5.171935500060421
2022-10-10 03,4.8670209521480885
2022-10-10 04,4.785183982787235
2022-10-10 05,4.810825492927911
2022-10-10 06,4.878136356098429
2022-10-10 07,4.856901235096165
2022-10-10 08,4.819109929236742
2022-10-10 09,4.875712579815994
2022-10-10 10,4.949506864810708
2022-10-10 11,4.996551790284036
2022-10-10 12,5.007755244911528
2022-10-10 13,4.994090154191554
2022-10-10 14,5.144951999249242
2022-10-10 15,5.196473424095233
2022-10-10 16,5.059027007001731
2022-10-10 17,5.0467258571094025
2022-10-10 18,4.995825235646999
2022-10-10 19,4.9108566978155554
2022-10-10 20,4.902631087528658
2022-10-10 21,4.860720244188961
2022-10-10 22,4.818984697751781
2022-10-10 23,4.758772640565259
2022-10-11 00,4.728486814468564
