Time (UTC),Price (USD/MWh)
2022-09-29 20,40.37756577499874
2022-09-29 21,16.52767586020103
2022-09-29 22,5.055596285120386
2022-09-29 23,7.604777585204949
2022-09-30 00,2.9325513433551373
2022-09-30 01,42.227211688288335
2022-09-30 02,82.24380925619944
2022-09-30 03,120.06659362360011
2022-09-30 04,176.07526934677685
2022-09-30 05,229.08418823697917
2022-09-30 06,187.70161294965953
2022-09-30 07,161.8075920632736
2022-09-30 08,139.516129
2022-09-30 09,139.516129
2022-09-30 10,124.77191262630545
2022-09-30 11,108.0920082764362
2022-09-30 12,160.15395886025308
2022-09-30 13,157.76056926691092
2022-09-30 14,156.6150415952111
2022-09-30 15,164.95830281536772
2022-09-30 16,168.76018230436566
2022-09-30 17,152.2961467996964
2022-09-30 18,120.53244078941995
2022-09-30 19,62.79707306938184
2022-09-30 20,5.061705349343725
2022-09-30 21,2.2601264655752655
2022-09-30 22,2.09326124096523
2022-09-30 23,1.926396016355195
2022-10-01 00,1.7595307917451526
2022-10-01 01,5.822336283162204
2022-10-01 02,40.530303111436474
2022-10-01 03,113.1781525404347
2022-10-01 04,189.78494618692653
2022-10-01 05,232.50244380203176
2022-10-01 06,227.1688660766923
2022-10-01 07,214.85062312588238
2022-10-01 08,188.8196483510449
2022-10-01 09,163.37060138914072
2022-10-01 10,139.06606388270862
2022-10-01 11,131.50150702026417
2022-10-01 12,126.42503663517095
2022-10-01 13,128.92801500535603
2022-10-01 14,131.43099337554114
2022-10-01 15,133.93397174572635
2022-10-01 16,136.43695011591143
2022-10-01 17,124.35697724179877
2022-10-01 18,73.91862197172586
2022-10-01 19,1.7075997713528253
2022-10-01 20,1.612903226
2022-10-01 21,1.612903226
2022-10-01 22,1.612903226
2022-10-01 23,1.612903226
2022-10-02 00,1.612903226
2022-10-02 01,1.612903226
2022-10-02 02,55.66756376757663
2022-10-02 03,117.88856642318899
2022-10-02 04,188.7707688653834
2022-10-02 05,215.35160217730336
2022-10-02 06,195.99523633712894
2022-10-02 07,176.63887049695538
2022-10-02 08,160.58162387986357
2022-10-02 09,144.8295461964103
2022-10-02 10,129.07746851295767
2022-10-02 11,132.09463554054557
2022-10-02 12,128.757331093905
2022-10-02 13,125.42002664726456
2022-10-02 14,130.05661455120494
2022-10-02 15,136.06121639539808
2022-10-02 16,145.40566945918974
2022-10-02 17,149.922103821786
2022-10-02 18,140.9824048993719
2022-10-02 19,157.0014673811497
2022-10-02 20,167.33870877839666
2022-10-02 21,158.52822536610773
2022-10-02 22,149.71774195381917
2022-10-02 23,159.4208209413392
2022-10-03 00,195.6989249542678
2022-10-03 01,203.2634812156738
2022-10-03 02,261.0276153291181
2022-10-03 03,312.51832676988704
2022-10-03 04,316.0109172801273
2022-10-03 05,294.2071933910448
2022-10-03 06,250.1099709213018
2022-10-03 07,201.67705283443405
2022-10-03 08,176.84750667563276
2022-10-03 09,152.0179605168304
2022-10-03 10,149.08663538682885
2022-10-03 11,175.26881463184154
2022-10-03 12,142.00356066186725
2022-10-03 13,146.77113861354073
2022-10-03 14,151.5387165652142
2022-10-03 15,156.30629451688787
2022-10-03 16,156.3538611964688
2022-10-03 17,145.00702601167922
2022-10-03 18,133.66019082688916
2022-10-03 19,148.05260209997502
2022-10-03 20,145.1124150465235
2022-10-03 21,152.63929737616758
2022-10-03 22,147.35663084659612
2022-10-03 23,140.2370417532386
2022-10-04 00,216.05572033780152
2022-10-04 01,291.1473573115178
2022-10-04 02,350.7239720482327
2022-10-04 03,351.74349473877925
2022-10-04 04,334.72324033324793
2022-10-04 05,317.6380699840372
2022-10-04 06,272.25072932764124
2022-10-04 07,242.7633181736311
2022-10-04 08,217.39980598680597
2022-10-04 09,168.44758410482586
2022-10-04 10,158.29056681839162
2022-10-04 11,156.35589790063574
2022-10-04 12,151.90615834382166
2022-10-04 13,162.36406408318658
2022-10-04 14,177.71566459566816
2022-10-04 15,183.41275596136668
2022-10-04 16,188.14760611804286
2022-10-04 17,167.66556818824344
2022-10-04 18,172.55131948646132
2022-10-04 19,182.16275672097044
2022-10-04 20,191.77419395547952
2022-10-04 21,147.72268895275286
2022-10-04 22,97.66312206692396
2022-10-04 23,107.86901351183238
2022-10-05 00,180.05865454324956
2022-10-05 01,218.17112924191392
2022-10-05 02,241.53022299840026
2022-10-05 03,263.33394400014197
2022-10-05 04,259.68963910244963
2022-10-05 05,242.33565594681306
2022-10-05 06,220.72336458588725
2022-10-05 07,185.12544796584598
2022-10-05 08,151.30742820793353
2022-10-05 09,129.87994891720737
2022-10-05 10,145.10935963900812
2022-10-05 11,133.7625244956009
2022-10-05 12,151.64955967849107
2022-10-05 13,147.64479439218155
2022-10-05 14,169.26319643524147
2022-10-05 15,173.2679620418919
2022-10-05 16,164.8989895489242
2022-10-05 17,147.10003362350508
2022-10-05 18,146.27016091442636
2022-10-05 19,145.1017234870797
2022-10-05 20,142.4853368314129
2022-10-05 21,145.1842014069813
2022-10-05 22,139.17705220151376
2022-10-05 23,183.64339433965844
2022-10-06 00,217.11877072038408
2022-10-06 01,238.071237680616
2022-10-06 02,252.75537731204602
2022-10-06 03,264.9615096630723
2022-10-06 04,251.8792766824404
2022-10-06 05,238.79704370180855
2022-10-06 06,225.65066122585753
2022-10-06 07,211.63398255824404
2022-10-06 08,162.38025404630991
2022-10-06 09,150.89992627061
2022-10-06 10,139.4195984949106
2022-10-06 11,131.82505540422093
2022-10-06 12,136.8310120948731
2022-10-06 13,141.83696878552504
2022-10-06 14,153.67790875850474
2022-10-06 15,167.02712658644958
2022-10-06 16,165.86021450386392
2022-10-06 17,163.93878090643327
2022-10-06 18,216.51392962763083
2022-10-06 19,218.9103738791233
2022-10-06 20,220.91275652227802
2022-10-06 21,192.87023621793753
2022-10-06 22,171.46413604482692
2022-10-06 23,201.83360658788223
2022-10-07 00,232.20307713093882
2022-10-07 01,243.01762507368966
2022-10-07 02,252.69580801446773
2022-10-07 03,251.7011096336499
2022-10-07 04,241.18860006951576
2022-10-07 05,230.6760905053816
2022-10-07 06,220.163580941247
2022-10-07 07,209.65107137711286
2022-10-07 08,147.90648412515094
2022-10-07 09,151.46627578163756
2022-10-07 10,152.1688658358502
2022-10-07 11,145.49425735692063
2022-10-07 12,151.5945731026249
2022-10-07 13,173.49401164016615
2022-10-07 14,189.53853012425165
2022-10-07 15,200.66287757074198
2022-10-07 16,173.64125442329924
2022-10-07 17,139.46725542281152
2022-10-07 18,105.29325642232232
2022-10-07 19,34.0970183600773
2022-10-07 20,31.427174794488394
2022-10-07 21,28.75733122889938
2022-10-07 22,57.36039994764474
2022-10-07 23,93.73701856500202
2022-10-08 00,137.17008915832204
2022-10-08 01,186.84475830301682
2022-10-08 02,212.87573307785541
2022-10-08 03,238.90670785269398
2022-10-08 04,234.0053766994957
2022-10-08 05,219.3212371094479
2022-10-08 06,203.7206749541212
2022-10-08 07,186.36669062185294
2022-10-08 08,165.46920789568355
2022-10-08 09,141.44061738257255
2022-10-08 10,138.19444425322146
2022-10-08 11,143.08915776019936
2022-10-08 12,142.33870969359248
2022-10-08 13,152.27394810415467
2022-10-08 14,142.1285429496894
2022-10-08 15,131.98313779522414
2022-10-08 16,119.84359827287443
2022-10-08 17,53.533570128829616
2022-10-08 18,31.8410911470394
2022-10-08 19,12.695504535725387
2022-10-08 20,39.39393843489054
2022-10-08 21,64.80938207889864
2022-10-08 22,87.53665032824054
2022-10-08 23,123.24148739712936
2022-10-09 00,121.01661759113388
2022-10-09 01,143.6278087777014
2022-10-09 02,208.00342517533133
2022-10-09 03,239.12817531091136
2022-10-09 04,212.8747152864338
2022-10-09 05,184.12604081033342
2022-10-09 06,150.58651278814
2022-10-09 07,113.20870038399934
2022-10-09 08,99.04692126503772
2022-10-09 09,120.89748285169625
2022-10-09 10,120.45250890153257
2022-10-09 11,121.91410112302157
2022-10-09 12,126.98680371680737
2022-10-09 13,132.05950631059275
2022-10-09 14,138.95405618555574
2022-10-09 15,149.63343044791145
2022-10-09 16,160.31280471026625
2022-10-09 17,138.85477971011414
2022-10-09 18,128.17998577745254
2022-10-09 19,123.5077595273267
2022-10-09 20,110.31280763178847
2022-10-09 21,105.54435473187394
2022-10-09 22,114.88880719488134
2022-10-09 23,132.83999125460804
2022-10-10 00,175.806449684717
2022-10-10 01,278.47323649706067
2022-10-10 02,234.2864126501747
2022-10-10 03,230.01466277552737
2022-10-10 04,225.7429129008804
2022-10-10 05,214.7075598940977
2022-10-10 06,202.0344605668979
2022-10-10 07,174.00110126517183
2022-10-10 08,135.2822580626787
2022-10-10 09,138.28583206879352
2022-10-10 10,141.28940607490807
2022-10-10 11,141.41159586699072
2022-10-10 12,144.72140750091182
2022-10-10 13,150.95104285838042
2022-10-10 14,131.50354247707978
2022-10-10 15,83.22947288536363
2022-10-10 16,18.26328373055003
2022-10-10 17,1.723213301172544
2022-10-10 18,1.8715379470708569
2022-10-10 19,2.019862592969157
2022-10-10 20,2.16818723886747
2022-10-10 21,2.3165118847657826
2022-10-10 22,14.562967048331226
2022-10-10 23,54.16564924798871
2022-10-11 00,193.32844039352065
2022-10-11 01,240.8693756546501
2022-10-11 02,234.61225311004858
2022-10-11 03,206.1339198029783
2022-10-11 04,185.877932572418
2022-10-11 05,166.85529717276972
2022-10-11 06,149.19354829810916
2022-10-11 07,133.17448581633204
2022-10-11 08,135.97263046665967
2022-10-11 09,141.04655406219737
2022-10-11 10,135.26189336574538
2022-10-11 11,144.24028441746188
2022-10-11 12,162.2617284955334
2022-10-11 13,174.21136875876743
2022-10-11 14,162.41955888630991
2022-10-11 15,150.62774901385242
2022-10-11 16,138.8359391413959
2022-10-11 17,117.4865572146228
2022-10-11 18,89.18621654201914
2022-10-11 19,60.88587586941787
2022-10-11 20,65.7166402360835
2022-10-11 21,96.75357171398798
2022-10-11 22,127.45906399303453
2022-10-11 23,156.15988229208057
2022-10-12 00,234.31085113674757
